,id,text,user,datetime,retweet_count,favorite_count,	,cluster
2789,870933573934751744,"RT @PeterHeadCBE: This countdown shows how long it will take to reach an amount of GHG emissions, beyond which 2C of warming likely https:/…",19811190,2017-06-03 09:21:59,68,0,3349281,43
2790,870933591160762368,"RT @robinince: I will always remain perplexed by those drawn to parties that promise a meaner, crueller society with fewer people much rich…",7076492,2017-06-03 09:22:03,519,0,3344220,10
2791,870933632730443776,RT @LissaKEvans: 'Are Protestants Christian?'   President Trump bends his intellect to another great question of our day. https://t.co/9GaY…,19588385,2017-06-03 09:22:13,42,0,3348546,23
2792,870933880081133569,RT @pocojump: Life beginning to feel like the opening scenes of Shaun of the Dead. https://t.co/E9F22erhbg,7076492,2017-06-03 09:23:12,18,0,3344151,43
2793,870934039359893504,"RT @TimClarePoet: MORAL AXIOMS
1. It is always right to punch a fascist.
2. It is always right to draw a cock and balls on a Tory politicia…",7076492,2017-06-03 09:23:50,158,0,3344113,3
2794,870934719462068224,"RT @jack_saundrs: Alan Sugar started work in 1963. The economy grew at 7.3% that year, real wages 4%. The average house cost 3.3x the avera…",7076492,2017-06-03 09:26:32,1469,0,3343950,3
2795,870934797446766594,RT @RichNeville: The Naylor review suggests selling NHS (i.e. our) buildings and land as quickly as possible using “two for one” offers. Ma…,7076492,2017-06-03 09:26:51,286,0,3343931,3
2797,870936598652882944,every time someone says 'magic money tree' I think of this..which btw I would vote for in a heartbeat https://t.co/aBJqAqFA4l,1489691,2017-06-03 09:34:00,24,57,3347684,7
2798,870938075677020160,This shows how the Tories hide their NHS privatising plans in clear sight https://t.co/zmaMqK08ra,7076492,2017-06-03 09:39:53,245,206,3343149,7
2799,870938108388356097,".@JohnKerry: Withdrawal from climate accord is among the ""most cynical and frankly ignorant"" steps I've ever seen. https://t.co/tfQb6RhOoR",69181624,2017-06-03 09:40:00,339,804,3354031,7
2800,870938374990942208,Opinion: World's most neglected conflict rages on in the Central African Republic https://t.co/rDiWtHhjdu https://t.co/0cPv47siav,4970411,2017-06-03 09:41:04,122,74,3350147,7
2801,870939117160472576,"RT @davidschneider: Young people. No pressure but this election is up to you. If you vote, the Tories won’t get their majority.
https://t.c…",7076492,2017-06-03 09:44:01,5796,0,3342901,43
2802,870939205836439552,RT @hrtbps: YES THERE FUCKING IS @theresa_may #bbcqt #GE2017 https://t.co/yM5EOONx7U,7076492,2017-06-03 09:44:22,2622,0,3342880,43
2803,870939897980497921,"""All I wanted to do was surf"" - surf wetsuit pioneer Jack O'Neill dies, aged 94 https://t.co/9yTuqhSIxl",742143,2017-06-03 09:47:07,240,504,3349123,7
2804,870940180580093952,Thread https://t.co/BSfZqektng,7076492,2017-06-03 09:48:14,99,229,3342648,7
2806,870942207599104000,Malaysia gay 'prevention' competition seeks videos https://t.co/seYyNpO2bx,742143,2017-06-03 09:56:18,112,123,3348572,7
2807,870942567986323456,I know it sounds like a joke. It's actually a statement of where we are in information space. https://t.co/LFMahi1cYt,14834340,2017-06-03 09:57:44,511,1674,3358115,7
2808,870943156178518016,People tell us the most desperate stuff they've done in breakups: https://t.co/7oBvdusw7b https://t.co/kmEgieyVwo,23818581,2017-06-03 10:00:04,15,97,3349144,7
2809,870943188072226816,"Which is more realistic: A single state where Palestinians and Israelis live together, or two independent states?… https://t.co/D2mPF1N210",4970411,2017-06-03 10:00:12,56,67,3348999,7
2810,870943230686351362,"How far away from America will Angela Merkel’s frustration lead the Chancellor, her country, and her continent? https://t.co/iR1zu6QCf9",14677919,2017-06-03 10:00:22,80,178,3348621,7
2811,870943280258797568,Now here's something. Some UKIP voters shifting back to Labour in our latest @HuffPostUK @EdelmanUK focus groups.… https://t.co/Fa1LpJ6R6I,26985345,2017-06-03 10:00:34,91,73,3345024,7
2812,870944458166214656,Rock am Ring festival resumes in Germany after 'terrorism' scare https://t.co/kTXpyNy4jn,742143,2017-06-03 10:05:14,62,167,3348035,7
2813,870944903647199232,The first London Living Rent homes have been launched: find out more about my plans to help Londoners who rent https://t.co/NLnniQKjGC,14700117,2017-06-03 10:07:01,84,182,3345530,7
2815,870946052668522496,Wow. They have been pretty tough over the years. https://t.co/TdcAZnDa9j,41634520,2017-06-03 10:11:35,1206,5331,3353856,7
2816,870946254901084160,"France 'corrects' White House video on the #ParisAgreement, a day after Trump decided to pull the US out of the dea… https://t.co/rmiBgsfezS",4970411,2017-06-03 10:12:23,109,175,3348268,6
2817,870946825452363778,From yesterday &gt;&gt; Tory and Labour Candidates All Believe May Heading For Comfortable Win: https://t.co/MpDpHa70rN,465973,2017-06-03 10:14:39,39,57,3343390,7
2819,870948203541258241,"Thousands of Poles sought shelter in Iran during World War II, but today Poland has slammed the door on refugees… https://t.co/eIhy0qZVZd",4970411,2017-06-03 10:20:07,272,185,3347804,7
2820,870949099419336704,Donald Trump's Vision of Pittsburgh is Sooooooo 80s https://t.co/CuhdAVCJMC https://t.co/u11h2I2D7k,18510860,2017-06-03 10:23:41,42,79,3348037,6
2821,870949809628356608,"RT @tonyparkin: Theresa May takes an 11% pay rise, then tells a nurse who has had pay rises of  less than 1% that there's no magic money tr…",7076492,2017-06-03 10:26:30,3793,0,3340352,3
2822,870949850703122432,"Democrats Are Setting Their Sights on ""Putin's Favorite Congressman"" https://t.co/KnNALBJin4",18510860,2017-06-03 10:26:40,184,292,3347858,7
2823,870949958127628290,"Ex-UKIP voter: ""Jeremy Corbyn doesn't go round wittering about strong and stable, he just gets on with it"" https://t.co/F1SjDIHTJu",26985345,2017-06-03 10:27:06,100,112,3343432,7
2824,870950751392206849,"The tragic death of Mark Baumer, who was killed while walking across the country to build climate change awareness:… https://t.co/CHUzEIQHOf",14677919,2017-06-03 10:30:15,172,246,3346828,7
2825,870952278123008000,"The real battle with the Tories starts now. 
https://t.co/W1ZzXtXu2I",19811190,2017-06-03 10:36:19,188,270,3344821,7
2826,870952843896860673,"On Friday there are going to be, one way or another, a lot of very shocked people on my timeline. Hopefully not me...",465973,2017-06-03 10:38:34,20,137,3341955,10
2827,870953484467744768,Can high cigarette prices make you quit smoking? https://t.co/wIVUG9Q8BY https://t.co/nspeoA2KAv,4970411,2017-06-03 10:41:06,108,81,3346545,7
2828,870953488645226497,"RT @pppolitics: Hung parliament? Meh. @GuidoFawkes on why @YouGov latest poll could be a little optimistic 
https://t.co/hCI1toVGGb",465973,2017-06-03 10:41:07,14,0,3341802,43
2830,870954508012187648,'484 civilians killed' in US-led strikes against ISIL in Syria and Iraq https://t.co/umh9fIoLlq https://t.co/8SsWxsuiZW,4970411,2017-06-03 10:45:10,504,221,3346301,7
2831,870954970522234881,"""Nobody would accuse Corbyn of being a great orator but he has the ability to stay calm and speak in plain English"" https://t.co/p4E1x2U2mi",32493647,2017-06-03 10:47:01,17,24,3340568,7
2833,870955295912189952,"PM v uneasy last night on #BBCQT when confronted re school cuts. 
ICYMI here's fresh evidence of how bad things are: https://t.co/fdWAm5ASVH",26985345,2017-06-03 10:48:18,81,30,3342160,7
2834,870955879553748992,"Ex-UKIP voter: ""Jeremy Corbyn doesn't go round wittering about strong and stable, he just gets on with it""… https://t.co/U0rwBaEfKf",26985345,2017-06-03 10:50:37,653,961,3342021,7
2836,870956243715751936,"Has the reshuffle already happened? Hammond no longer in control of tax policy? 
https://t.co/mYOJlucFqg",17062358,2017-06-03 10:52:04,187,160,3340745,7
2838,870956334941863936,"RT @Telegraph: 'Manchester we're strong': Robbie Williams breaks down as he dedicates Angels to terror attack victims
https://t.co/uNlLjJLX…",19660870,2017-06-03 10:52:26,17,0,3338320,47
2839,870956349907247104,RT @sueperkins: Naylor Report. The beginning of the end for the NHS. Let's stop it happening. https://t.co/qrjWjYIm5G,7076492,2017-06-03 10:52:30,5756,0,3338792,43
2841,870956512860155905,RT @BBCScienceNews: Paris climate deal: Macron pledges to 'make planet great again' https://t.co/akgOtZbRHP,742143,2017-06-03 10:53:08,217,0,3345161,43
2844,870956792553115648,RT @ComicBookGrrl: The level of detail hurts my brain. In a good way. https://t.co/r8IXD30J29,7076492,2017-06-03 10:54:15,923,0,3338687,43
2846,870957168283070468,Malta holds early election amid corruption allegations against the centre-left government of current prime minister… https://t.co/7BImeYDUA2,4970411,2017-06-03 10:55:45,32,20,3345666,7
2847,870957210695847938,Superb front page. https://t.co/JLHvVzlN0C,26985345,2017-06-03 10:55:55,74,119,3341703,7
2851,870957799441825792,Voters in the small southern African kingdom of Lesotho are going to polls in third election since 2012… https://t.co/11acP9KVEZ,4970411,2017-06-03 10:58:15,36,35,3345516,7
2852,870958019525451776,RT @Earth_Pics: Mother Orca whale and baby. https://t.co/0gszIi10n0,16031927,2017-06-03 10:59:08,691,0,3353071,43
2853,870958257086488576,Liberals need to get ready for a world without Trump: https://t.co/kSpSvVud4P https://t.co/uN5Fwgfriw,23818581,2017-06-03 11:00:04,22,64,3345544,6
2854,870958326586245121,Much of Al Franken’s book is concerned with messaging—what he has and hasn’t been allowed to say as a politician:… https://t.co/Y2Aj5Sa3Am,14677919,2017-06-03 11:00:21,22,71,3345022,7
2855,870958450951335937,"⚡️ “Stories you shouldn't miss today”

https://t.co/cdeRswazos",4970411,2017-06-03 11:00:50,58,50,3345361,36
2857,870958884474802176,RT @johnnypaige: Just in case you were getting complacent https://t.co/yNEeFmzyBc,7076492,2017-06-03 11:02:34,1267,0,3338188,43
2859,870959092457758720,RT @voguemagazine: Watch the first official trailer for Victoria and Abdul here. https://t.co/St2jyI1j9U,19660870,2017-06-03 11:03:23,31,0,3337663,43
2860,870959325598167040,Clever use (and presentation) of data to analyse whether the Conservatives are panicking or not: https://t.co/nuookIq5Mq by @xtophercook,32493647,2017-06-03 11:04:19,18,24,3339530,7
2861,870960509700513792,"JOURNALISTS. When a politician on TV tells you: ""The other party says X"" You should (a) know if it's true (b) challenge them if it's false.",6705042,2017-06-03 11:09:01,166,247,3338746,3
2863,870961214305841154,"RT @planetepics: Atlantic Ocean Rd, Norway https://t.co/o5lPYFqyrA",16031927,2017-06-03 11:11:49,608,0,3352310,43
2864,870962383723913216,TV ppl interviewing politicians are often afraid of exposing the limits of their own knowledge. But be brave. Embra… https://t.co/kjLIfcFZ1v,6705042,2017-06-03 11:16:28,53,90,3338299,7
2865,870962655133138948,Trump Appears Unlikely to Hinder Comey’s Testimony About Russia Inquiry https://t.co/3zBBCr4WAK,16031927,2017-06-03 11:17:33,19,84,3351966,6
2867,870962852340871169,"RT @ItalianTouristB: In @Parcoabruzzo, #Opi is perched on a rocky hilltop and offers enchanted views  Ph. V. Corona #Abruzzo #italianvillag…",16031927,2017-06-03 11:18:20,12,0,3351919,3
2868,870962878727278592,Campaigning in Plymouth with @LukePollard - where Labour just promised £2.5bn to upgrade rail in the South West https://t.co/iC5A3TJQQn,19811190,2017-06-03 11:18:26,194,479,3342294,7
2869,870963293967400960,".@AlJazeera_World meets Gaza's first fisherwoman, Madeleine Kolab https://t.co/uqpMLulxRr https://t.co/8i8zrI8AG7",4970411,2017-06-03 11:20:05,232,273,3344206,7
2870,870963311818493952,Classic: a bully says she was bullied... https://t.co/XbBsKwRm16,16031927,2017-06-03 11:20:09,1344,6058,3351810,7
2871,870963482417655808,RT @Newsweek: Coming soon: New York to San Francisco in 2 hours 20 minutes https://t.co/GgpkB2pfWl https://t.co/xtk1aF7Xxc,16031927,2017-06-03 11:20:50,86,0,3351768,43
2872,870963651074826243,"RT @bsarwary: #AFG At least 15 people killed . At least 25 people injured in funeral ceremony for son of first deputy speaker, Eye witnesse…",16031927,2017-06-03 11:21:30,47,0,3351728,10
2873,870964011118063617,RT @WorldPressPhoto: Submissions for the @FriedPhotoAward close tomorrow 4 June - apply now https://t.co/kqzyuCiKOV https://t.co/uWNcQ9CFQ9,16031927,2017-06-03 11:22:56,23,0,3351642,43
2874,870964059801350144,RT @BBCNews: Theresa May asked if a Conservative government would raise income tax https://t.co/I8c57nq3YB https://t.co/is5f6AMZSW,17062358,2017-06-03 11:23:08,282,0,3338881,43
2876,870964925597970433,RT @BBCBreaking: Explosions heard in Kabul at funeral of man killed in Friday's protests over deteriorating security situation https://t.co…,742143,2017-06-03 11:26:34,717,0,3343155,43
2878,870965851633188869,"What brought this couple together was that they have lazy eyes—Amy’s left, Carl’s right: https://t.co/jDeUUJnHtf https://t.co/2xVOE1tRfh",14677919,2017-06-03 11:30:15,12,41,3343228,7
2879,870965934709755904,Blasts heard at Kabul victim's funeral https://t.co/28NUnN2pch,742143,2017-06-03 11:30:35,216,176,3342914,7
2880,870966141845254144,RT @AJENews: BREAKING Attack on people attending funeral for protester who demanded more security in Afghanistan kills at least 19 people.…,4970411,2017-06-03 11:31:24,385,0,3343527,10
2881,870966232157237248,RT @NewRepublic: Where are all the angry free speech columns for Keeanga-Yamahtta Taylor? https://t.co/iNRaTvR8aV https://t.co/GBNqyJDGmX,18587457,2017-06-03 11:31:46,128,0,3350233,43
2882,870966422578581504,"RT @Ed_Miliband: When your tax policy unravels five days before the election, things aren't tickety-boo with the campaign... https://t.co/S…",22021978,2017-06-03 11:32:31,3452,0,3340311,43
2883,870966505193820160,RT @hrtbps: This should be made into a motivational poster in student accommodation everywhere. They're terrified of your political engagem…,7076492,2017-06-03 11:32:51,251,0,3336371,3
2884,870967702445330433,RT @GMBProDrivers: Conservative candidate Craig Mackinlay charged over election expenses https://t.co/mJh6Cz94ra,22021978,2017-06-03 11:37:36,16,0,3340006,43
2885,870968262036770816,RT @HackedOffHugh: Yes. Hooray for @Byline_Media https://t.co/Td4FUMO4D6,22021978,2017-06-03 11:39:50,39,0,3339871,43
2886,870968331079122944,The week in pictures: https://t.co/Cu324uW9sK https://t.co/fKL0WSzpB3,4970411,2017-06-03 11:40:06,92,97,3343005,7
2888,870968372720283648,RT @PMOIndia: PM @narendramodi and President @EmmanuelMacron meet in Paris. https://t.co/SLSx2jd2PC,22021978,2017-06-03 11:40:16,935,0,3339845,43
2889,870968731966590976,I posted on https://t.co/pjmfplVa8m what Gov Palin said about Kathy Griffin (apparently Griffin went to her house in Alaska),16031927,2017-06-03 11:41:42,55,136,3350516,7
2890,870969225871069184,"Actually it appears Mr Fallon was going beyond his brief, manifesto and leader. No change to Conservative dropping… https://t.co/ad3ArvwhPh",17062358,2017-06-03 11:43:39,178,162,3337650,7
2891,870969265507229696,"If this is true,that Griffin picked on a disabled child...and she claims she is a victim? https://t.co/hLqRU8UnBo",16031927,2017-06-03 11:43:49,716,957,3350389,7
2892,870970573047910400,Manchester attack: Ariana Grande visits injured fans https://t.co/I6rgO8wPLq,742143,2017-06-03 11:49:01,328,1462,3341808,8
2893,870970575795179520,BREAKING: At least 19 killed in attack on funeral for Kabul protester who demanded more security in Afghanistan… https://t.co/gQ3fnaFbZs,4970411,2017-06-03 11:49:01,656,313,3342470,7
2894,870970581876961280,Israeli artist creates pitta portrait of Muhammad Ali https://t.co/bPQ7uxy4Ap,742143,2017-06-03 11:49:03,105,153,3341806,7
2896,870970877533401088,RT @TropicSkincare: Did you know? SPF ratings on sunscreens only relate to UVB rays https://t.co/JfiRHBmFWm,160926944,2017-06-03 11:50:13,33,0,3336122,43
2898,870971259227701248,"RT @CLARESAMBROOK: The tabloids have turned #asylumseeker into an insult — Here's how it is really, that life https://t.co/uwfMY6WmYK https…",22021978,2017-06-03 11:51:44,21,0,3339157,43
2900,870971547774836737,RT @SovietSergey: Meanwhile over at @FoxNews https://t.co/1qSCNPrtfT,7076492,2017-06-03 11:52:53,581,0,3335169,43
2901,870972012050644992,RT @Alinewsbird: Bathroom fitter found this old wedding photo in the loft of our new house. Who are they?! Could we find them? Amazing earl…,7076492,2017-06-03 11:54:44,550,0,3335058,3
2903,870972313461764096,RT @BisforBerkshire: DeVos backed group is targeting every K-12 science teacher in the US in effort to sow doubts about climate science htt…,7076492,2017-06-03 11:55:56,2675,0,3334986,3
2904,870972725585731584,From the people who brought you '£350m a week for the NHS' and 'the EU won't let us sell bendy bananas' comes... https://t.co/tMQo5t30NP,22021978,2017-06-03 11:57:34,81,85,3338807,7
2905,870973003445751809,RT @YousefMunayyer: This is why we #BDS https://t.co/0nK2EVISc8,7076492,2017-06-03 11:58:40,38,0,3334822,43
2906,870973370598211584,Cops are looking for a man who allegedly ran over and killed a Native American man after shouting racial slurs:… https://t.co/d2ZI0cNbnV,23818581,2017-06-03 12:00:08,56,44,3341940,7
2907,870973412113600512,Mensa scholars are hoping to find the next child genius in India’s slums https://t.co/62mwtWsgdf via @AJ101East https://t.co/9W1LNScnmy,4970411,2017-06-03 12:00:18,35,56,3341793,7
2908,870973446687264768,"An early lesson about work, from Toni Morrison: https://t.co/paOKBbIjcD https://t.co/KLd36sH0v3",14677919,2017-06-03 12:00:26,77,156,3341417,7
2909,870973488894545920,Modern-Day Slaves: Filipina Labor Trafficking Survivors Tell Their Own Stories https://t.co/rFPTxTLeSs via @broadly,18587457,2017-06-03 12:00:36,58,76,3348503,7
2911,870973630062235650,RT @Ridic_Rich: #RidiculouslyRich #luxury #cake https://t.co/zl9xlxDtro,160926944,2017-06-03 12:01:09,14,0,3335466,43
2912,870973706482454528,The Prison System is Designed to Ignore Mental Illness https://t.co/b9ZMbE04o8 via @dailytonic,18587457,2017-06-03 12:01:28,130,216,3348450,7
2914,870974368058294272,UPDATE: Three explosions in Kabul rock funeral for protester. At least 20 people killed and 35 wounded… https://t.co/5QCvWM0bF3,4970411,2017-06-03 12:04:05,256,96,3341566,10
2915,870974967017594880,RT @jricole: ‘There Is No Holiness in an Occupied City':  Jewish Activists Protest Israel's ‘Jerusalem Day’ - https://t.co/vKWf5wrkfX https…,7076492,2017-06-03 12:06:28,11,0,3334354,43
2916,870975465242152960,Just the saddest thing you will ever read... https://t.co/H7ldhF6dF0,1294741,2017-06-03 12:08:27,43,96,3336325,7
2917,870975783422095361,"RT @GersonBorrero: Part of @realDonaldTrump's #MAGA 
thugs. https://t.co/iCoRYTow3H",7076492,2017-06-03 12:09:43,14,0,3334159,43
2918,870976140793532416,Finishing a novel on a Sat morning is so special - and this book was wonderful Everyone Brave is Forgiven https://t.co/3yfahCJYAH #Amazon,27311044,2017-06-03 12:11:08,27,371,3348279,7
2919,870976817515159553,South Africa opposition party suspends Helen Zille over colonialism tweets https://t.co/tU6epqY6y5,742143,2017-06-03 12:13:49,99,126,3340320,7
2920,870977096939712512,RT @GlennThrush: Alternative headline: Trump can't actually go to Pittsburgh b/c too many people would boo him for thinking it was still Th…,14197312,2017-06-03 12:14:56,1059,0,3331958,16
2921,870977463559606272,A simple trick to make better graphs: https://t.co/I6Fiv80B9o,32493647,2017-06-03 12:16:23,11,59,3335206,7
2925,870978588694257668,What is fuelling unrest in the Rif region of Morocco? https://t.co/srzD1c8Wpb https://t.co/m39TV7LiTi,4970411,2017-06-03 12:20:52,36,48,3340559,7
2926,870978899362156544,"RT @Crystal1Johnson: Congratulations to Lezley McSpadden, the mother of Mike Brown. She received her high school diploma at age 37. It's ne…",18587457,2017-06-03 12:22:06,1934,0,3347212,3
2927,870978931347922944,"RT @Colorlines: LOOK: Halima Aden Slays as First Hijab-Wearing Woman to Cover Vogue
https://t.co/rff4rhIVas https://t.co/32yyvY2xPp",18587457,2017-06-03 12:22:13,121,0,3347205,43
2929,870979094552379392,What shall I ask @DavidDavisMP tmrw? #AskDavis,14157134,2017-06-03 12:22:52,28,44,3373026,3
2930,870980405993897984,What should we make of our new literature of radical pessimism? https://t.co/N8cRGc3ylP https://t.co/X83I7o6BCL,14677919,2017-06-03 12:28:05,40,75,3339758,7
2931,870981031779860480,And what should I ask @johnmcdonnellMP - who is also on show tomorrow? #AskMcDonnell,14157134,2017-06-03 12:30:34,20,37,3372563,3
2937,870981971257810944,Swamp update: Two dozen more Trump ethics waivers to be released. https://t.co/15gzNzSNAU,14940354,2017-06-03 12:34:18,51,44,3348196,6
2938,870982091663712256,RT @nickgillespie: This used to be a hell of a country. https://t.co/HIyKIFJ3Ny,21619519,2017-06-03 12:34:47,181,0,3342677,43
2939,870982534204723200,RT @guardian: ‘I wake at 2am worrying about the children’: the headteachers leaving Britain's schools https://t.co/3QWXDueYlX,7076492,2017-06-03 12:36:32,218,0,3332550,43
2941,870982960270516225,At least 4 people have been killed in explosion during funeral for man killed by police during a protest in Kabul.… https://t.co/hG2imYScmK,14940354,2017-06-03 12:38:14,14,14,3347960,10
2942,870983161160900608,"RT @peterbakernyt: Trump doesn’t plan to try to block Comey testimony next week by citing executive privilege, officials tell @nytmike http…",282545479,2017-06-03 12:39:02,193,0,3373506,16
2943,870983430682664960,More than 40 children killed in Sri Lanka's recent landslides and floods https://t.co/DUiSsgNekH https://t.co/pSiCsQsYeM,4970411,2017-06-03 12:40:06,40,21,3339405,7
2946,870984496027504640,"RT @kenvogel: Thrilled to be joining the amazing team at the @nytimes, but sad to be leaving @politico, which made me the journalist I am t…",282545479,2017-06-03 12:44:20,86,0,3373188,3
2947,870984647680851968,RT @nytimes: Devin Nunes is under fire for controlling subpoenas in the Russia inquiry — from which he recused himself https://t.co/twvQ6ww…,282545479,2017-06-03 12:44:56,1239,0,3373152,43
2948,870984968842997761,RT @AugustJPollak: There are two Jewish women on the Supreme Court. https://t.co/ereYHrOLSO,14348594,2017-06-03 12:46:13,5100,0,3326480,43
2949,870986088113897472,RT @jennyslate: The bagels I postmate to my house when Im drunk at 2AM are a more powerful Jewish woman than this foaming poison hell turd.…,14348594,2017-06-03 12:50:40,4888,0,3326213,3
2951,870986531833622528,RT @jennyslate: The bagels I postmate to my house when Im drunk at 2AM are a more powerful Jewish woman than this foaming poison hell turd.…,7076492,2017-06-03 12:52:25,4888,0,3331596,3
2952,870986648976314370,"RT @StevePeers: ""A hung parliament"" with a ""softer Brexit"" might be ""positive"" for sterling, say bankers https://t.co/pR7UzxmEfe",7076492,2017-06-03 12:52:53,494,0,3331568,43
2953,870987195963908097,"RT @EricSchmittNYT: Manchester bomber met with ISIS unit in Libya linked to the 2015 Paris terrorist attack, officials say https://t.co/vuJ…",14540264,2017-06-03 12:55:04,31,0,3347619,43
2955,870987348300967938,"RT @NYTnickc: Footnote: Lafayette Square named after Marquis de Lafayette, the French military leader who fought alongside the US in the Re…",14540264,2017-06-03 12:55:40,98,0,3347583,3
2956,870987481826590720,RT @BuzzFeedNews: This is what climate change really looks like around the world https://t.co/QGPkXg9SqQ https://t.co/aJOsKDMaPT,9532402,2017-06-03 12:56:12,120,0,3343277,43
2957,870987510142423040,GOP Govs of Massachusetts and Vermont join alliance of states pledging to uphold goals of Paris #Climate accord. https://t.co/8ZfhCjE94M,14940354,2017-06-03 12:56:19,130,234,3346875,7
2958,870988288710017024,RT @bensherwood: ArianaGrande #OneLoveManchester concert sold out in 6 minutes and will air in 40 countries including @ABCNetwork and @Free…,282545479,2017-06-03 12:59:24,55,0,3372284,3
2961,870988464069550080,The disturbing spike in anti-Semitism at Northern California schools: https://t.co/3vjaI10nb8 https://t.co/FBXUd1e0eC,23818581,2017-06-03 13:00:06,34,45,3338342,7
2962,870988470168059904,Detained en route to hospital- lawyer asked to allow Millan to remain w/ fam during critical time in newborn’s life https://t.co/v6S6Hf3Ve3,14606079,2017-06-03 13:00:08,130,137,3338894,7
2963,870988536471855105,Radiohead hit back at BDS urging the British band to cancel a concert in Israel https://t.co/bndbV0rI2w https://t.co/EyNZUypg11,4970411,2017-06-03 13:00:23,52,44,3338188,7
2964,870988552783486976,In @tnyshouts: “Seinfeld” episodes from the point of view of the girlfriends. https://t.co/19rTuvAvcL https://t.co/qdR9GCz5rT,14677919,2017-06-03 13:00:27,92,224,3337816,7
2965,870988646073151488,How the Trump White House has tried to interfere with the Russia investigations https://t.co/5tMiTvrAj2 https://t.co/Q2Jp22hSuf,18510860,2017-06-03 13:00:50,98,79,3338607,6
2966,870988748691058688,I found this interesting. https://t.co/eRQWyS2m6C,17939037,2017-06-03 13:01:14,17,90,3370383,7
2968,870990101064581120,"RT @BeschlossDC: Babe Ruth &amp; Yale baseball captain George H.W. Bush, this month 1948: https://t.co/kxeL6hjovM",14197312,2017-06-03 13:06:36,2605,0,3328858,43
2970,870990465398702082,"RT @Indira_L: I checked the latest figures available, and it's actually dropped to 50,000 jobs...fewer than are employed by Whole Foods htt…",14197312,2017-06-03 13:08:03,1145,0,3328771,3
2971,870991469460545536,Is socially responsible capitalism losing? https://t.co/d8pLxAMhzm https://t.co/qnQTny47qp,14677919,2017-06-03 13:12:03,91,167,3337120,7
2972,870992252591648768,A series of columns exploring wisdom and where we find it. https://t.co/g0HIOlK7JT,21982720,2017-06-03 13:15:09,20,33,3342283,7
2974,870993207785652224,Boo hoo. Try not declaring Saddam Hussein has WMDs when he doesn't. Or championing know-nothings like Sarah Palin. https://t.co/Fs52kj2x7v,15220768,2017-06-03 13:18:57,1268,4251,3345136,7
2975,870993481275031552,"We went to see the aftermath of the siege on Marawi, Philippines. https://t.co/XRYzzuPU0w",4970411,2017-06-03 13:20:02,162,115,3337008,7
2976,870993520315834369,RT @alexgibneyfilm: Trump and the GOP are trying to destroy evidence of the CIA's torture program.  This is history that must be preserved.…,15220768,2017-06-03 13:20:12,310,0,3345061,16
2978,870994319548743682,"RT @dnstewart67: Wow. Just. Wow. Finally we see he truth of how far right the ""impartial"" BBC has come. Maybe I won't go too heavy on payin…",14348594,2017-06-03 13:23:22,42,0,3324251,3
2983,870994653172125696,"RT @jaketapper: Nixon told Crowley: ""Why did I go through the damn fire if nobody is ever going to learn from my experience?” https://t.co/…",14197312,2017-06-03 13:24:42,118,0,3327772,43
2984,870995348222816256,RT @nickgillespie: Go full libertarian. https://t.co/QrMzqv0tsq,14197312,2017-06-03 13:27:27,174,0,3327607,43
2985,870995436470915072,"RT @cindygallop: One of my fave things about @wonderwomanfilm: @realrobinwright as Antiope, with wrinkles &amp; battle scars as amazing older w…",16395449,2017-06-03 13:27:49,725,0,3325058,35
2986,870996067118133249,"""Jared and Ivanka view Steve as a man with dirty fingernails,"" a Trump adviser aligned with Bannon told @RyanLizza:… https://t.co/vesC376b2b",14677919,2017-06-03 13:30:19,149,266,3336024,6
2987,870996121019191296,The Kushner backchannel story is hard to make sense of https://t.co/x2cyLvzHr8,18510860,2017-06-03 13:30:32,26,32,3336825,7
2988,870997274209505281,"RT @HuffPostUK: Jeremy Corbyn won't be perfect, but he has the qualities I want in a strong and stable leader - @rustyrockets blogs https:/…",19562228,2017-06-03 13:35:07,155,0,3328234,43
2989,870997381986344960,RT @bbcarts: Glorious! Gaiman &amp; Fry on Myths. Watch full hour session of @neilhimself &amp; @stephenfry  https://t.co/o3SllB7Fzv   #Hay30 #myth…,14348594,2017-06-03 13:35:32,271,0,3323521,35
2990,870998097316511744,Stories shared last night at @IAmAnImmigrant pop up event were brutal &amp; powerful. Stop by today 393 Broadway in NYC… https://t.co/EstH7t6lPw,18587457,2017-06-03 13:38:23,30,96,3342635,7
2991,870998147207749632,"RT @BeschlossDC: Babe Ruth &amp; Yale baseball captain George H.W. Bush, this month 1948: https://t.co/kxeL6hjovM",21619519,2017-06-03 13:38:35,2604,0,3338849,43
2992,870998552922730497,Thousands of displaced Iraqi Christians are afraid to return home https://t.co/uxeVsPoXYk https://t.co/bX1vwvEUIq,4970411,2017-06-03 13:40:12,94,72,3335798,7
2998,871000263750025217,"RT @SenWarren: At town halls across MA, people ask me how to fight back &amp; keep fighting back. Here's the thing about democracy: It's up to…",14348594,2017-06-03 13:46:59,3655,0,3322834,10
3000,871000890509062144,RT @gabydunn: Men are too emotional to lead. https://t.co/7SJg3iIaMx,14348594,2017-06-03 13:49:29,206,0,3322684,43
3001,871001267132391428,"Trump says the ""big story is the unmasking."" Well, that's what Nunes and GOP tried to do with #TrumpRussia intel.… https://t.co/eKNzGUHeSN",14940354,2017-06-03 13:50:59,29,37,3343595,6
